iter	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9	F1:class=10	F1:class=11	F1:class=12
154	1.215325414	0	0.6594594595	0.622754491	0.5681818182	0.2727272727	0.696969697	0.6373626374	0.7058823529	0.7738693467	0.6015037594	0.7766990291	0.6543209877	0.7668845316
155	1.212209006	0	0.6594594595	0.6097560976	0.5681818182	0.2727272727	0.6943396226	0.6373626374	0.6990291262	0.7738693467	0.6015037594	0.7766990291	0.6543209877	0.7695652174
156	1.208954443	0	0.6559139785	0.6134969325	0.5681818182	0.2727272727	0.6943396226	0.6373626374	0.7128712871	0.7738693467	0.6119402985	0.7766990291	0.6543209877	0.7722342733
157	1.205546859	0	0.6631016043	0.6134969325	0.5842696629	0.2727272727	0.6996197719	0.6373626374	0.7128712871	0.7738693467	0.6119402985	0.7766990291	0.6543209877	0.7722342733
158	1.201577995	0	0.6666666667	0.6134969325	0.5842696629	0.2727272727	0.7022900763	0.6373626374	0.7128712871	0.78	0.6119402985	0.7790697674	0.6543209877	0.7722342733
159	1.197571055	0	0.6666666667	0.6219512195	0.5842696629	0.2727272727	0.7022900763	0.6373626374	0.72	0.78	0.6119402985	0.7790697674	0.6543209877	0.7722342733
160	1.194501175	0	0.6666666667	0.6219512195	0.5842696629	0.2727272727	0.7049808429	0.6373626374	0.72	0.7860696517	0.6119402985	0.7790697674	0.6543209877	0.7722342733
161	1.190935684	0	0.6702702703	0.6181818182	0.5842696629	0.2727272727	0.7104247104	0.652173913	0.72	0.7860696517	0.6119402985	0.7790697674	0.6543209877	0.7748917749
162	1.187365611	0	0.6666666667	0.6303030303	0.5842696629	0.2727272727	0.7131782946	0.652173913	0.72	0.7860696517	0.6323529412	0.7821011673	0.6543209877	0.7748917749
163	1.183457019	0	0.6739130435	0.6303030303	0.6153846154	0.2727272727	0.7131782946	0.652173913	0.72	0.7860696517	0.6222222222	0.7805825243	0.6543209877	0.7748917749
164	1.179917184	0	0.6739130435	0.6303030303	0.6153846154	0.2727272727	0.7104247104	0.6373626374	0.72	0.79	0.6323529412	0.7805825243	0.6543209877	0.7748917749
165	1.177354827	0	0.6774193548	0.6341463415	0.6	0.2727272727	0.7104247104	0.6373626374	0.72	0.79	0.6323529412	0.7805825243	0.6543209877	0.7748917749
166	1.174120524	0	0.6847826087	0.6303030303	0.6	0.2727272727	0.7131782946	0.652173913	0.72	0.7960199005	0.6323529412	0.7805825243	0.6543209877	0.7748917749
167	1.17084458	0	0.6847826087	0.6303030303	0.6	0.2727272727	0.7131782946	0.652173913	0.72	0.7960199005	0.6423357664	0.7821011673	0.6543209877	0.7748917749
168	1.167257505	0	0.6885245902	0.6385542169	0.6153846154	0.2727272727	0.7131782946	0.652173913	0.7326732673	0.8	0.6423357664	0.783625731	0.6543209877	0.7748917749
169	1.163731719	0	0.6923076923	0.6385542169	0.6304347826	0.2727272727	0.7131782946	0.652173913	0.7326732673	0.8	0.6423357664	0.783625731	0.6543209877	0.7748917749
170	1.16083909	0	0.6923076923	0.6385542169	0.6304347826	0.2727272727	0.7131782946	0.652173913	0.7326732673	0.8	0.6423357664	0.783625731	0.6543209877	0.7748917749
171	1.157429775	0	0.6923076923	0.6385542169	0.6304347826	0.2727272727	0.7131782946	0.6666666667	0.7326732673	0.8059701493	0.6470588235	0.78515625	0.6583850932	0.777537797
172	1.153551218	0	0.7071823204	0.6385542169	0.6451612903	0.347826087	0.7131782946	0.652173913	0.7326732673	0.8059701493	0.652173913	0.7866927593	0.6625	0.777537797
173	1.150395919	0	0.7071823204	0.6385542169	0.6451612903	0.347826087	0.7131782946	0.6666666667	0.7326732673	0.8059701493	0.6569343066	0.7866927593	0.6625	0.777537797
174	1.146515733	0	0.7	0.6385542169	0.6451612903	0.48	0.7159533074	0.6739130435	0.7326732673	0.8059701493	0.6666666667	0.7882352941	0.6583850932	0.777537797
175	1.142039244	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.71875	0.688172043	0.7326732673	0.8059701493	0.6569343066	0.7866927593	0.6625	0.7818574514
176	1.13819123	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.71875	0.688172043	0.7326732673	0.8059701493	0.6470588235	0.78515625	0.6625	0.7818574514
177	1.134467729	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.7215686275	0.688172043	0.7326732673	0.8118811881	0.6470588235	0.78515625	0.6625	0.7818574514
178	1.131649116	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.7215686275	0.688172043	0.7326732673	0.8118811881	0.6569343066	0.7866927593	0.6625	0.7818574514
179	1.128633195	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.7215686275	0.688172043	0.7326732673	0.8118811881	0.6569343066	0.7866927593	0.6625	0.7818574514
180	1.12531103	0	0.7111111111	0.6467065868	0.6451612903	0.48	0.7215686275	0.688172043	0.7326732673	0.8118811881	0.6569343066	0.7866927593	0.6625	0.7818574514
181	1.12230865	0	0.7150837989	0.6467065868	0.6451612903	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6666666667	0.78978389	0.6708074534	0.7818574514
182	1.119470795	0	0.7150837989	0.6467065868	0.6451612903	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6666666667	0.78978389	0.6708074534	0.7818574514
183	1.116884717	0	0.7150837989	0.6467065868	0.6595744681	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6762589928	0.7913385827	0.6708074534	0.7835497835
184	1.114812474	0	0.7150837989	0.6467065868	0.6595744681	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6762589928	0.7913385827	0.6708074534	0.7835497835
185	1.111255127	0	0.7150837989	0.6506024096	0.6595744681	0.5384615385	0.7244094488	0.7157894737	0.7326732673	0.8118811881	0.6762589928	0.7913385827	0.6708074534	0.7835497835
186	1.108268935	0	0.7191011236	0.6547619048	0.6595744681	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6762589928	0.7937131631	0.6708074534	0.7852494577
187	1.105948683	0	0.7191011236	0.6547619048	0.6595744681	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6762589928	0.7937131631	0.6708074534	0.7852494577
188	1.102649221	0	0.7150837989	0.6467065868	0.6595744681	0.5384615385	0.7244094488	0.7021276596	0.7326732673	0.8118811881	0.6857142857	0.7952755906	0.6708074534	0.7852494577
189	1.099296818	0	0.7150837989	0.6467065868	0.6595744681	0.5384615385	0.7272727273	0.7021276596	0.7450980392	0.815920398	0.695035461	0.7937131631	0.6625	0.7852494577
190	1.097002527	0	0.7150837989	0.6547619048	0.6595744681	0.5384615385	0.7272727273	0.7021276596	0.7450980392	0.8118811881	0.6857142857	0.7952755906	0.6708074534	0.7869565217
191	1.093955962	0	0.7150837989	0.6627218935	0.6736842105	0.5384615385	0.7330677291	0.7157894737	0.7450980392	0.8118811881	0.6857142857	0.7952755906	0.6708074534	0.788671024
192	1.090383344	0	0.7150837989	0.6627218935	0.6736842105	0.5384615385	0.736	0.7157894737	0.7572815534	0.8118811881	0.6762589928	0.7937131631	0.6708074534	0.788671024
193	1.087761733	0	0.7150837989	0.6627218935	0.6736842105	0.5384615385	0.7389558233	0.7157894737	0.7572815534	0.8217821782	0.7042253521	0.7984189723	0.6708074534	0.7913043478
194	1.085708936	0	0.7150837989	0.6627218935	0.6736842105	0.5384615385	0.7389558233	0.7157894737	0.7572815534	0.8217821782	0.7042253521	0.7984189723	0.6708074534	0.7913043478
195	1.082641805	0	0.7150837989	0.6627218935	0.6736842105	0.5384615385	0.7389558233	0.7157894737	0.7572815534	0.8258706468	0.7222222222	0.8	0.6708074534	0.7913043478
196	1.07937757	0	0.7231638418	0.6705882353	0.7010309278	0.5384615385	0.7419354839	0.7157894737	0.7572815534	0.8258706468	0.7132867133	0.8	0.6790123457	0.7913043478
197	1.076145404	0	0.7231638418	0.674556213	0.7010309278	0.5384615385	0.7449392713	0.7291666667	0.7572815534	0.8258706468	0.7222222222	0.8015873016	0.6871165644	0.7913043478
198	1.073583048	0	0.7231638418	0.674556213	0.7010309278	0.5384615385	0.7449392713	0.7291666667	0.7572815534	0.8258706468	0.7222222222	0.803960396	0.6871165644	0.7930283224
199	1.070574254	0	0.7231638418	0.6785714286	0.7010309278	0.5384615385	0.7449392713	0.7422680412	0.7572815534	0.8258706468	0.7222222222	0.803960396	0.6871165644	0.7930283224
200	1.067761648	0	0.7231638418	0.6785714286	0.7010309278	0.5384615385	0.7449392713	0.7422680412	0.7647058824	0.8258706468	0.7222222222	0.8023715415	0.6871165644	0.7930283224
201	1.064882967	0	0.7231638418	0.6785714286	0.7010309278	0.5384615385	0.7449392713	0.7422680412	0.7647058824	0.8341708543	0.7310344828	0.8063241107	0.6951219512	0.7930283224
202	1.06281612	0	0.7272727273	0.701754386	0.7010309278	0.5384615385	0.7510204082	0.75	0.7647058824	0.8341708543	0.7310344828	0.8063241107	0.703030303	0.7930283224
203	1.059427371	0	0.7272727273	0.701754386	0.7010309278	0.5384615385	0.7540983607	0.7628865979	0.7647058824	0.8341708543	0.7310344828	0.8063241107	0.703030303	0.7930283224
204	1.057252504	0	0.7272727273	0.701754386	0.7142857143	0.5384615385	0.7540983607	0.7628865979	0.7647058824	0.8341708543	0.7310344828	0.8063241107	0.703030303	0.7947598253
205	1.053433098	0	0.7386363636	0.701754386	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7647058824	0.84	0.7310344828	0.8063241107	0.703030303	0.7973856209
206	1.050651748	0	0.7344632768	0.6941176471	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7647058824	0.84	0.7310344828	0.8063241107	0.703030303	0.7973856209
207	1.047873655	0	0.7344632768	0.6941176471	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7572815534	0.84	0.7310344828	0.8079207921	0.703030303	0.7973856209
208	1.044959443	0	0.7386363636	0.701754386	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7572815534	0.84	0.7361111111	0.8079207921	0.7108433735	0.7973856209
209	1.042232459	0	0.7428571429	0.7093023256	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7572815534	0.84	0.7361111111	0.8095238095	0.7185628743	0.7973856209
210	1.038782013	0	0.7542857143	0.7093023256	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7692307692	0.84	0.7361111111	0.8095238095	0.7185628743	0.7991266376
211	1.036381942	0	0.7542857143	0.7052023121	0.7142857143	0.5384615385	0.7603305785	0.7628865979	0.7572815534	0.8442211055	0.7361111111	0.8118811881	0.7185628743	0.7991266376
212	1.033835366	0	0.7542857143	0.7052023121	0.7142857143	0.5384615385	0.7634854772	0.7628865979	0.7572815534	0.8542713568	0.7448275862	0.8118811881	0.7185628743	0.7991266376
213	1.030408947	0	0.7630057803	0.7052023121	0.7272727273	0.5384615385	0.7634854772	0.7628865979	0.7766990291	0.86	0.7448275862	0.8118811881	0.7185628743	0.7991266376
214	1.027798027	0	0.7674418605	0.7052023121	0.74	0.5384615385	0.7717842324	0.7628865979	0.7766990291	0.86	0.7448275862	0.8118811881	0.7185628743	0.7991266376
215	1.024526664	0	0.7719298246	0.7052023121	0.74	0.5384615385	0.7717842324	0.7628865979	0.7766990291	0.86	0.7534246575	0.8118811881	0.7228915663	0.8017429194
216	1.022021627	0.1666666667	0.7719298246	0.7052023121	0.74	0.5384615385	0.775	0.7628865979	0.7766990291	0.86	0.7534246575	0.8118811881	0.7228915663	0.8017429194
217	1.018940344	0.1666666667	0.7719298246	0.7052023121	0.74	0.5384615385	0.775	0.7628865979	0.7766990291	0.86	0.7534246575	0.8118811881	0.7228915663	0.8017429194
218	1.016264571	0.1666666667	0.7719298246	0.7093023256	0.74	0.5384615385	0.775	0.7708333333	0.7884615385	0.86	0.7619047619	0.8118811881	0.7228915663	0.8017429194
219	1.013002881	0.1666666667	0.7719298246	0.7052023121	0.74	0.5384615385	0.775	0.7708333333	0.7884615385	0.86	0.7534246575	0.8118811881	0.7228915663	0.8017429194
220	1.010539076	0.1666666667	0.7719298246	0.7052023121	0.74	0.5384615385	0.775	0.7708333333	0.7884615385	0.86	0.7534246575	0.8118811881	0.7228915663	0.8017429194
221	1.007821459	0.1666666667	0.7790697674	0.7167630058	0.74	0.5384615385	0.775	0.7708333333	0.7884615385	0.864321608	0.7619047619	0.8134920635	0.7228915663	0.8017429194
222	1.005175211	0.1666666667	0.7790697674	0.7167630058	0.74	0.5384615385	0.775	0.7628865979	0.7766990291	0.87	0.7702702703	0.8151093439	0.7228915663	0.8034934498
223	1.00244273	0.1666666667	0.7790697674	0.724137931	0.7524752475	0.5384615385	0.7782426778	0.7708333333	0.7884615385	0.87	0.7702702703	0.8151093439	0.7228915663	0.8052516411
224	1.000641811	0.1666666667	0.7861271676	0.724137931	0.7524752475	0.5384615385	0.781512605	0.7708333333	0.7884615385	0.87	0.7755102041	0.8151093439	0.7228915663	0.807860262
225	0.9983045564	0.1666666667	0.7861271676	0.7167630058	0.7524752475	0.5384615385	0.7782426778	0.7835051546	0.7961165049	0.87	0.7755102041	0.8151093439	0.7228915663	0.8034934498
226	0.9961101414	0.1666666667	0.7861271676	0.724137931	0.7524752475	0.5384615385	0.7782426778	0.7835051546	0.7961165049	0.87	0.7755102041	0.8151093439	0.7228915663	0.8052516411
227	0.9938538259	0.1666666667	0.7931034483	0.7251461988	0.7766990291	0.5384615385	0.7848101266	0.7835051546	0.7884615385	0.87	0.7891156463	0.8167330677	0.7228915663	0.8061002179
228	0.9912818991	0.1666666667	0.7931034483	0.7251461988	0.7647058824	0.5384615385	0.7848101266	0.7959183673	0.7961165049	0.87	0.7891156463	0.8190854871	0.7228915663	0.8061002179
229	0.9890240565	0.1666666667	0.7931034483	0.7251461988	0.7647058824	0.5384615385	0.7848101266	0.7959183673	0.7961165049	0.8756218905	0.7945205479	0.8207171315	0.7380952381	0.807860262
230	0.986090093	0.1666666667	0.7976878613	0.7325581395	0.7766990291	0.5384615385	0.7848101266	0.7959183673	0.7961165049	0.87	0.7808219178	0.8174603175	0.7305389222	0.8096280088
231	0.9836779062	0.1666666667	0.7976878613	0.7325581395	0.7884615385	0.5384615385	0.7914893617	0.7959183673	0.7961165049	0.87	0.7891156463	0.8207171315	0.7455621302	0.8096280088
232	0.9813014548	0.1666666667	0.7976878613	0.7398843931	0.7884615385	0.5384615385	0.7914893617	0.8080808081	0.7961165049	0.8743718593	0.7891156463	0.8207171315	0.7380952381	0.8096280088
233	0.9786190641	0.1666666667	0.7976878613	0.7398843931	0.7884615385	0.5384615385	0.7948717949	0.82	0.7961165049	0.8743718593	0.7891156463	0.8207171315	0.7455621302	0.8114035088
234	0.9756171932	0.1666666667	0.7976878613	0.7398843931	0.7961165049	0.5384615385	0.7982832618	0.8316831683	0.7961165049	0.8743718593	0.7972972973	0.8207171315	0.7455621302	0.8114035088
235	0.9729190219	0.1666666667	0.7976878613	0.7398843931	0.7884615385	0.5384615385	0.7982832618	0.8316831683	0.7961165049	0.88	0.7945205479	0.8207171315	0.7455621302	0.8114035088
236	0.9706599575	0.1666666667	0.7976878613	0.7441860465	0.819047619	0.5384615385	0.7982832618	0.82	0.7961165049	0.88	0.8027210884	0.8207171315	0.7455621302	0.8114035088
237	0.9680609492	0.1666666667	0.8045977011	0.7514450867	0.819047619	0.5384615385	0.8051948052	0.8316831683	0.7961165049	0.88	0.8082191781	0.8230616302	0.7455621302	0.8131868132
238	0.9659065457	0.1666666667	0.8045977011	0.7441860465	0.819047619	0.5384615385	0.8017241379	0.8316831683	0.7961165049	0.88	0.8082191781	0.8230616302	0.7455621302	0.8131868132
239	0.9630977067	0.1666666667	0.8045977011	0.7514450867	0.819047619	0.5384615385	0.8051948052	0.8316831683	0.7961165049	0.88	0.8082191781	0.8230616302	0.7455621302	0.8131868132
240	0.9608249998	0.1666666667	0.8045977011	0.7586206897	0.819047619	0.5384615385	0.8086956522	0.8316831683	0.8076923077	0.88	0.8082191781	0.8247011952	0.7529411765	0.8149779736
241	0.9585824287	0.1666666667	0.8045977011	0.7586206897	0.819047619	0.5384615385	0.8086956522	0.8316831683	0.8076923077	0.88	0.8082191781	0.8247011952	0.7529411765	0.8149779736
242	0.9557885559	0.1666666667	0.8045977011	0.7586206897	0.8113207547	0.5384615385	0.8122270742	0.8316831683	0.819047619	0.8844221106	0.8	0.8270377734	0.7529411765	0.8149779736
243	0.9540697977	0.1666666667	0.8045977011	0.7586206897	0.8113207547	0.5384615385	0.8157894737	0.8316831683	0.8301886792	0.8844221106	0.8	0.8270377734	0.7529411765	0.8149779736
244	0.9513489228	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8157894737	0.8316831683	0.8301886792	0.8787878788	0.7945205479	0.8270377734	0.7573964497	0.8149779736
245	0.9489739985	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8157894737	0.8316831683	0.8301886792	0.8787878788	0.7945205479	0.8270377734	0.7573964497	0.8149779736
246	0.9467571853	0.1666666667	0.8045977011	0.7586206897	0.8301886792	0.5384615385	0.8157894737	0.8316831683	0.8301886792	0.8844221106	0.8082191781	0.8270377734	0.7573964497	0.8149779736
247	0.9447892979	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8157894737	0.8316831683	0.8301886792	0.8787878788	0.7945205479	0.8270377734	0.7573964497	0.8149779736
248	0.9428108222	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8209606987	0.8316831683	0.8301886792	0.8787878788	0.7945205479	0.8270377734	0.7619047619	0.8149779736
249	0.9409885232	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8209606987	0.8316831683	0.8301886792	0.8844221106	0.8	0.8270377734	0.7619047619	0.8149779736
250	0.9385975129	0.1666666667	0.8045977011	0.7586206897	0.8224299065	0.5384615385	0.8209606987	0.8316831683	0.8301886792	0.8844221106	0.8	0.8270377734	0.7619047619	0.8149779736
251	0.9364914691	0.1666666667	0.8045977011	0.7586206897	0.8301886792	0.5384615385	0.8209606987	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7619047619	0.8149779736
252	0.9334808426	0.1666666667	0.8045977011	0.7586206897	0.8301886792	0.5384615385	0.8209606987	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7619047619	0.8149779736
253	0.9315488941	0.1666666667	0.8045977011	0.7586206897	0.8301886792	0.5384615385	0.8209606987	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7619047619	0.8149779736
254	0.9291846599	0.1666666667	0.8045977011	0.7657142857	0.8301886792	0.5384615385	0.8245614035	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7619047619	0.8193832599
255	0.92646857	0.1666666667	0.8139534884	0.7657142857	0.8518518519	0.5384615385	0.8281938326	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7692307692	0.8193832599
256	0.9243962254	0.1666666667	0.8139534884	0.7657142857	0.8518518519	0.5384615385	0.8281938326	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7692307692	0.8193832599
257	0.9220008373	0.1666666667	0.8139534884	0.7657142857	0.8518518519	0.5925925926	0.8281938326	0.8316831683	0.8380952381	0.89	0.8082191781	0.8270377734	0.7692307692	0.821192053
258	0.9196227569	0.1666666667	0.8139534884	0.7657142857	0.8518518519	0.5925925926	0.8281938326	0.8316831683	0.8380952381	0.8944723618	0.8163265306	0.8270377734	0.7692307692	0.821192053
259	0.9171755475	0.1666666667	0.8187134503	0.7657142857	0.8518518519	0.6428571429	0.8281938326	0.8316831683	0.8380952381	0.8944723618	0.8163265306	0.8270377734	0.7692307692	0.821192053
260	0.9152367777	0.1666666667	0.8187134503	0.7657142857	0.8518518519	0.6428571429	0.8281938326	0.8316831683	0.8380952381	0.8944723618	0.8163265306	0.8270377734	0.7692307692	0.821192053
261	0.9130686298	0.1666666667	0.8255813953	0.7657142857	0.8623853211	0.6428571429	0.8318584071	0.8316831683	0.8380952381	0.9035532995	0.8163265306	0.8316831683	0.7738095238	0.821192053
262	0.9102416687	0.1666666667	0.8255813953	0.7657142857	0.8623853211	0.6428571429	0.8318584071	0.8316831683	0.8380952381	0.9035532995	0.8163265306	0.8316831683	0.7738095238	0.821192053
263	0.9077909977	0.1666666667	0.8255813953	0.7657142857	0.8623853211	0.6428571429	0.8355555556	0.8316831683	0.8380952381	0.9035532995	0.8163265306	0.8316831683	0.7738095238	0.8237885463
264	0.905399173	0.1666666667	0.8255813953	0.7657142857	0.8518518519	0.6428571429	0.8392857143	0.8431372549	0.8490566038	0.9081632653	0.8243243243	0.8333333333	0.7692307692	0.8237885463
265	0.9041166711	0.1666666667	0.8255813953	0.7701149425	0.8623853211	0.6428571429	0.8392857143	0.8431372549	0.8490566038	0.9081632653	0.8243243243	0.8333333333	0.7692307692	0.8237885463
266	0.902536782	0.1666666667	0.8255813953	0.7790697674	0.8623853211	0.6428571429	0.8392857143	0.854368932	0.8490566038	0.9081632653	0.8163265306	0.8316831683	0.7764705882	0.8237885463
267	0.9015971765	0.1666666667	0.8323699422	0.7790697674	0.8623853211	0.6428571429	0.8392857143	0.854368932	0.8490566038	0.9081632653	0.8163265306	0.8316831683	0.7764705882	0.825607064
268	0.8996235877	0.1666666667	0.8255813953	0.7790697674	0.8623853211	0.6428571429	0.8392857143	0.854368932	0.8490566038	0.9081632653	0.8243243243	0.8333333333	0.7764705882	0.8237885463
269	0.8970148056	0.1666666667	0.8323699422	0.7790697674	0.8623853211	0.6428571429	0.8392857143	0.854368932	0.8490566038	0.9081632653	0.8243243243	0.8333333333	0.7764705882	0.825607064
270	0.8947173589	0.1666666667	0.8323699422	0.7861271676	0.8623853211	0.6428571429	0.8392857143	0.862745098	0.8598130841	0.9128205128	0.8243243243	0.8349900596	0.783625731	0.825607064
271	0.8923842786	0.1666666667	0.8372093023	0.7931034483	0.8623853211	0.6428571429	0.8392857143	0.862745098	0.8490566038	0.9081632653	0.8243243243	0.8349900596	0.7953216374	0.825607064
272	0.8901741849	0.1666666667	0.8421052632	0.7931034483	0.8727272727	0.6896551724	0.8392857143	0.862745098	0.8490566038	0.9081632653	0.8243243243	0.8373015873	0.8047337278	0.825607064
273	0.8887065922	0.1666666667	0.8421052632	0.7885714286	0.8727272727	0.6896551724	0.8392857143	0.8514851485	0.8598130841	0.9128205128	0.8243243243	0.8373015873	0.8047337278	0.825607064
274	0.8864614759	0.1666666667	0.8421052632	0.7931034483	0.8623853211	0.6896551724	0.8392857143	0.862745098	0.8490566038	0.9081632653	0.8243243243	0.8373015873	0.8	0.825607064
275	0.8842105563	0.1666666667	0.8421052632	0.7931034483	0.8727272727	0.6896551724	0.8392857143	0.862745098	0.8490566038	0.9081632653	0.8243243243	0.8389662028	0.8117647059	0.825607064
276	0.8823230988	0.1666666667	0.8421052632	0.7931034483	0.8727272727	0.6896551724	0.8392857143	0.862745098	0.8490566038	0.9081632653	0.8243243243	0.8389662028	0.8117647059	0.825607064
277	0.8804324852	0.1666666667	0.8421052632	0.8	0.8727272727	0.6896551724	0.8392857143	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8389662028	0.8117647059	0.8292682927
278	0.8786034668	0.1666666667	0.8421052632	0.8068181818	0.8828828829	0.6896551724	0.8392857143	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8389662028	0.8095238095	0.8292682927
279	0.8765574909	0.1666666667	0.8421052632	0.813559322	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8292682927
280	0.8746380651	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8311111111
281	0.8725897476	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8311111111
282	0.870304009	0.1666666667	0.8421052632	0.8248587571	0.8928571429	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8311111111
283	0.8688944482	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8311111111
284	0.8673156789	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9128205128	0.8243243243	0.8429423459	0.8165680473	0.8311111111
285	0.8657052467	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8165680473	0.8311111111
286	0.8638954703	0.1666666667	0.8421052632	0.8202247191	0.8828828829	0.6896551724	0.8430493274	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8235294118	0.8329621381
287	0.8621496307	0.1666666667	0.8421052632	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8737864078	0.8490566038	0.9081632653	0.8243243243	0.8406374502	0.8235294118	0.8329621381
288	0.8600875689	0.1666666667	0.8421052632	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8737864078	0.8490566038	0.9128205128	0.8243243243	0.8429423459	0.8235294118	0.8329621381
289	0.8580256089	0.1666666667	0.8470588235	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8737864078	0.8490566038	0.9183673469	0.8243243243	0.8469184891	0.8235294118	0.8329621381
290	0.856106183	0.1666666667	0.8470588235	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8737864078	0.8490566038	0.9183673469	0.8243243243	0.8469184891	0.8235294118	0.8329621381
291	0.8536971015	0.3076923077	0.8470588235	0.8202247191	0.8928571429	0.6896551724	0.8468468468	0.8823529412	0.8490566038	0.9183673469	0.8243243243	0.8469184891	0.8165680473	0.8311111111
292	0.8518405943	0.3076923077	0.8470588235	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8823529412	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8165680473	0.8311111111
293	0.8504617292	0.3076923077	0.8470588235	0.8248587571	0.9026548673	0.6896551724	0.8468468468	0.8823529412	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8165680473	0.8311111111
294	0.8491759694	0.1666666667	0.8520710059	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8737864078	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8235294118	0.8329621381
295	0.8471438398	0.3076923077	0.8571428571	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8932038835	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8165680473	0.8311111111
296	0.8457222144	0.3076923077	0.8571428571	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8932038835	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8235294118	0.8329621381
297	0.8438280374	0.3076923077	0.8571428571	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8932038835	0.8490566038	0.9230769231	0.8243243243	0.8492063492	0.8235294118	0.8329621381
298	0.8414110656	0.3076923077	0.8571428571	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8932038835	0.8490566038	0.9230769231	0.8322147651	0.8508946322	0.8235294118	0.8329621381
299	0.8392864415	0.3076923077	0.8571428571	0.8202247191	0.9026548673	0.6896551724	0.8468468468	0.8932038835	0.8490566038	0.9230769231	0.8322147651	0.8508946322	0.8235294118	0.8329621381
